School_Year,Run_Type,Reason,Boro,Bus_Company_Name,School_Age_or_PreK,Number_Of_Students_On_The_Bus,Occurred_On_Hour,Occurred_On_Month,How_Long_Delayed,Has_Contractor_Notified_Schools,Has_Contractor_Notified_Parents,Have_You_Alerted_OPT
2018-2019,Special Ed AM Run,Heavy Traffic,Queens,"RELIANT TRANSPORTATION, INC (B2321)",School-Age,0,7,5,31-45 Min,Yes,Yes,Yes
2018-2019,Pre-K/EI,Heavy Traffic,Bronx,"G.V.C., LTD.",Pre-K,0,7,2,16-30 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Other,Brooklyn,"NEW DAWN TRANSIT, LLC (B2321)",School-Age,0,6,1,31-45 Min,Yes,Yes,Yes
2022-2023,Pre-K/EI,Heavy Traffic,Brooklyn,L & M BUS CORP.,Pre-K,0,13,10,16-30 Min,Yes,Yes,No
2018-2019,Special Ed PM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,13,1,31-45 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Heavy Traffic,Bronx,PIONEER TRANSPORTATION CORP,School-Age,0,6,11,0-15 Min,Yes,No,No
2021-2022,Special Ed AM Run,Other,Queens,EMPIRE CHARTER SERVICE INC,School-Age,2,6,4,16-30 Min,No,No,No
2019-2020,Special Ed PM Run,Heavy Traffic,Queens,PHILLIP BUS CORP (B2192),School-Age,0,14,1,31-45 Min,Yes,No,No
2020-2021,General Ed AM Run,Mechanical Problem,Manhattan,SNT BUS INC,School-Age,0,6,3,31-45 Min,Yes,No,No
2018-2019,Special Ed PM Run,Other,Nassau County,LOGAN BUS COMPANY INC.,School-Age,0,14,12,61-90 Min,No,No,No
2018-2019,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,6,3,16-30 Min,Yes,Yes,No
2021-2022,Special Ed AM Run,Heavy Traffic,Westchester,MAR-CAN TRANSPORT CO. INC (B2192),School-Age,0,7,1,31-45 Min,No,No,No
2018-2019,Special Ed AM Run,Heavy Traffic,Staten Island,HOYT TRANSPORTATION CORP.,School-Age,5,7,9,16-30 Min,Yes,Yes,No
2019-2020,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,6,3,16-30 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Heavy Traffic,Queens,HOYT TRANSPORTATION CORP.,School-Age,4,8,9,16-30 Min,Yes,No,No
2020-2021,Special Ed AM Run,Heavy Traffic,Staten Island,HOYT TRANSPORTATION CORP.,School-Age,3,7,10,0-15 Min,Yes,Yes,No
2021-2022,Pre-K/EI,Heavy Traffic,Bronx,"G.V.C., LTD.",Pre-K,1,7,2,16-30 Min,Yes,Yes,Yes
2022-2023,Pre-K/EI,Other,Brooklyn,L & M BUS CORP.,Pre-K,8,0,3,16-30 Min,Yes,Yes,No
2018-2019,Special Ed PM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,14,11,31-45 Min,Yes,Yes,No
2019-2020,General Ed AM Run,Mechanical Problem,Brooklyn,SNT BUS INC,School-Age,0,6,9,31-45 Min,Yes,No,No
2018-2019,Special Ed PM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,13,1,46-60 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,7,10,31-45 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Heavy Traffic,Brooklyn,PRIDE TRANSPORTATION (SCH AGE),School-Age,0,8,12,46-60 Min,No,No,No
2018-2019,Pre-K/EI,Heavy Traffic,Bronx,SELBY TRANSPORTATION,Pre-K,4,7,10,61-90 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Mechanical Problem,Queens,LITTLE RICHIE BUS SERVICE,School-Age,0,7,10,31-45 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Flat Tire,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",School-Age,0,6,12,31-45 Min,Yes,Yes,Yes
2018-2019,Pre-K/EI,Heavy Traffic,Bronx,SELBY TRANSPORTATION,Pre-K,2,7,1,61-90 Min,Yes,Yes,No
2022-2023,General Ed AM Run,Heavy Traffic,Staten Island,PIONEER TRANSPORTATION CORP,School-Age,0,6,5,31-45 Min,No,No,No
2021-2022,Special Ed AM Run,Other,Westchester,VAN TRANS LLC (B2192),School-Age,0,6,12,31-45 Min,Yes,Yes,Yes
2021-2022,Pre-K/EI,Other,Brooklyn,L & M BUS CORP.,Pre-K,11,7,12,16-30 Min,Yes,Yes,No
2018-2019,General Ed PM Run,Accident,Brooklyn,"BORO TRANSIT, INC.",School-Age,0,15,10,16-30 Min,Yes,No,No
2021-2022,Pre-K/EI,Heavy Traffic,Brooklyn,L & M BUS CORP.,Pre-K,6,13,5,0-15 Min,Yes,Yes,No
2018-2019,Pre-K/EI,Heavy Traffic,Bronx,"DON THOMAS BUSES, INC.",Pre-K,8,6,1,16-30 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Heavy Traffic,Queens,"RELIANT TRANSPORTATION, INC (B2321)",School-Age,0,7,6,31-45 Min,Yes,Yes,Yes
2018-2019,Pre-K/EI,Heavy Traffic,Bronx,SELBY TRANSPORTATION,Pre-K,5,7,10,61-90 Min,Yes,Yes,No
2020-2021,General Ed AM Run,Mechanical Problem,Brooklyn,SNT BUS INC,School-Age,0,7,9,31-45 Min,Yes,No,No
2022-2023,Special Ed PM Run,Other,Queens,LOGAN BUS COMPANY INC.,School-Age,0,13,6,61-90 Min,No,No,No
2018-2019,Special Ed AM Run,Mechanical Problem,Queens,"BORO TRANSIT, INC.",School-Age,0,7,5,16-30 Min,Yes,Yes,No
2018-2019,Special Ed PM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,13,11,31-45 Min,Yes,Yes,No
2021-2022,Special Ed AM Run,Heavy Traffic,Brooklyn,HOYT TRANSPORTATION CORP.,School-Age,7,8,5,0-15 Min,Yes,Yes,No
2018-2019,General Ed AM Run,Weather Conditions,Manhattan,QUALITY TRANSPORTATION CORP.,School-Age,0,6,1,16-30 Min,No,No,No
2019-2020,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,7,9,46-60 Min,Yes,Yes,No
2020-2021,Special Ed AM Run,Heavy Traffic,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",School-Age,0,6,3,31-45 Min,No,No,No
2021-2022,General Ed AM Run,Other,Bronx,PIONEER TRANSPORTATION CORP,School-Age,12,7,1,16-30 Min,Yes,No,No
2018-2019,Special Ed AM Run,Accident,Bronx,"RELIANT TRANSPORTATION, INC (B2321)",School-Age,10,8,3,31-45 Min,Yes,Yes,Yes
2019-2020,Special Ed PM Run,Other,Queens,LITTLE RICHIE BUS SERVICE,School-Age,0,14,1,46-60 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Other,Brooklyn,JOFAZ TRANSPORTATION INC.,School-Age,0,5,3,16-30 Min,Yes,Yes,No
2021-2022,Special Ed AM Run,Heavy Traffic,Bronx,PRIDE TRANSPORTATION (SCH AGE),School-Age,3,7,5,61-90 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,7,5,46-60 Min,Yes,Yes,Yes
2021-2022,Special Ed AM Run,Heavy Traffic,Bronx,HOYT TRANSPORTATION CORP.,School-Age,5,7,12,16-30 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Heavy Traffic,Rockland County,PRIDE TRANSPORTATION (SCH AGE),School-Age,0,6,5,61-90 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Heavy Traffic,Brooklyn,EMPIRE CHARTER SERVICE INC,School-Age,4,7,9,16-30 Min,No,No,No
2022-2023,Special Ed AM Run,Heavy Traffic,Bronx,PIONEER TRANSPORTATION CORP,School-Age,6,7,3,0-15 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,6,10,61-90 Min,Yes,Yes,Yes
2018-2019,Special Ed PM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,1,13,11,31-45 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,6,12,61-90 Min,Yes,Yes,Yes
2021-2022,Special Ed AM Run,Heavy Traffic,Bronx,PIONEER TRANSPORTATION CORP,School-Age,5,7,5,0-15 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,6,2,61-90 Min,Yes,Yes,Yes
2022-2023,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,6,10,61-90 Min,Yes,Yes,Yes
2018-2019,Special Ed PM Run,Heavy Traffic,Bronx,G.V.C. LTD. (B2192),School-Age,0,15,5,46-60 Min,No,Yes,No
2018-2019,Special Ed AM Run,Heavy Traffic,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",School-Age,5,8,3,31-45 Min,Yes,Yes,Yes
2020-2021,Special Ed AM Run,Delayed by School,Bronx,G.V.C. LTD. (B2192),School-Age,3,8,4,31-45 Min,Yes,Yes,No
2021-2022,Special Ed PM Run,Heavy Traffic,Queens,FIRST STEPS TRANS INC. (B2192),School-Age,0,13,9,16-30 Min,Yes,Yes,No
2018-2019,General Ed AM Run,Heavy Traffic,Queens,JOFAZ TRANSPORTATION INC.,School-Age,0,6,12,16-30 Min,Yes,No,No
2018-2019,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,7,6,31-45 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Heavy Traffic,Manhattan,NYC SCHOOL BUS UMBRELLA SERVICES,School-Age,2,8,10,31-45 Min,No,No,No
2021-2022,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,6,4,31-45 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Other,Queens,"LORINDA ENTERPRISES, LTD.",School-Age,0,6,11,61-90 Min,Yes,Yes,No
2019-2020,General Ed AM Run,Mechanical Problem,Manhattan,SNT BUS INC,School-Age,0,7,1,16-30 Min,No,No,No
2022-2023,Special Ed AM Run,Heavy Traffic,Manhattan,PRIDE TRANSPORTATION (SCH AGE),School-Age,0,7,3,61-90 Min,Yes,Yes,No
2019-2020,Special Ed AM Run,Heavy Traffic,Westchester,MAR-CAN TRANSPORT CO. INC (B2192),School-Age,0,14,11,61-90 Min,No,No,No
2020-2021,Special Ed AM Run,Other,Queens,LOGAN BUS COMPANY INC.,School-Age,0,7,5,31-45 Min,Yes,Yes,No
2018-2019,Special Ed PM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,13,6,31-45 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Heavy Traffic,Brooklyn,EMPIRE CHARTER SERVICE INC,School-Age,4,7,2,16-30 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Won`t Start,Manhattan,G.V.C. LTD. (B2192),School-Age,0,7,3,61-90 Min,No,No,No
2018-2019,Special Ed PM Run,Mechanical Problem,Queens,"LORINDA ENTERPRISES, LTD.",School-Age,0,13,10,46-60 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Heavy Traffic,Manhattan,"CONSOLIDATED BUS TRANSIT, INC.",School-Age,4,7,12,16-30 Min,Yes,Yes,No
2019-2020,Special Ed AM Run,Heavy Traffic,Brooklyn,B & F SKILLED INC.(B2192),School-Age,3,7,3,0-15 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Heavy Traffic,Westchester,VAN TRANS LLC (B2192),School-Age,2,7,10,16-30 Min,Yes,Yes,Yes
2019-2020,Special Ed AM Run,Other,Brooklyn,"NEW DAWN TRANSIT, LLC (B2321)",School-Age,0,6,9,31-45 Min,Yes,Yes,Yes
2022-2023,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,6,10,61-90 Min,Yes,Yes,Yes
2018-2019,General Ed PM Run,Heavy Traffic,Bronx,LOGAN TRANSPORTATION SYSTEMS,School-Age,0,14,5,31-45 Min,Yes,Yes,No
2022-2023,Special Ed PM Run,Weather Conditions,All Boroughs,EMPIRE CHARTER SERVICE INC,School-Age,2,14,6,31-45 Min,Yes,Yes,No
2021-2022,Special Ed AM Run,Heavy Traffic,Nassau County,"THOMAS BUSES, INC. (B2321)",School-Age,2,7,1,16-30 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Mechanical Problem,Manhattan,"BORO TRANSIT, INC.",School-Age,0,6,1,31-45 Min,Yes,Yes,No
2021-2022,Special Ed AM Run,Heavy Traffic,All Boroughs,PRIDE TRANSPORTATION (SCH AGE),School-Age,0,6,4,46-60 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Heavy Traffic,Brooklyn,B & F SKILLED INC.(B2192),School-Age,3,7,12,16-30 Min,No,No,No
2022-2023,Pre-K/EI,Other,Brooklyn,L & M BUS CORP.,Pre-K,4,7,11,16-30 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,6,3,46-60 Min,Yes,Yes,No
2019-2020,Special Ed AM Run,Other,Queens,LITTLE RICHIE BUS SERVICE,School-Age,0,7,10,31-45 Min,No,No,No
2019-2020,Special Ed AM Run,Heavy Traffic,Manhattan,"CONSOLIDATED BUS TRANSIT, INC.",School-Age,0,6,1,0-15 Min,Yes,Yes,No
2020-2021,Special Ed AM Run,Other,Queens,LITTLE RICHIE BUS SERVICE,School-Age,0,7,5,31-45 Min,Yes,Yes,No
2018-2019,Pre-K/EI,Heavy Traffic,Bronx,"DON THOMAS BUSES, INC.",Pre-K,6,6,11,16-30 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Heavy Traffic,Staten Island,PIONEER TRANSPORTATION CORP,School-Age,0,6,2,31-45 Min,No,No,No
2021-2022,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,3,7,6,46-60 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,8,2,61-90 Min,Yes,No,Yes
2018-2019,General Ed AM Run,Other,Brooklyn,"BORO TRANSIT, INC.",School-Age,0,7,3,31-45 Min,Yes,No,No
2019-2020,Special Ed AM Run,Heavy Traffic,Bronx,"DON THOMAS BUSES, INC. (B2321)",School-Age,2,7,1,46-60 Min,Yes,Yes,Yes
2022-2023,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,6,10,61-90 Min,Yes,Yes,Yes
2019-2020,Pre-K/EI,Heavy Traffic,Brooklyn,L & M BUS CORP.,Pre-K,6,7,10,46-60 Min,Yes,Yes,Yes
2018-2019,Special Ed PM Run,Flat Tire,Nassau County,LOGAN BUS COMPANY INC.,School-Age,0,14,10,46-60 Min,Yes,Yes,No
2018-2019,Pre-K/EI,Heavy Traffic,Bronx,SELBY TRANSPORTATION,Pre-K,3,7,2,61-90 Min,Yes,Yes,No
2018-2019,General Ed PM Run,Other,Brooklyn,SNT BUS INC,School-Age,0,15,12,31-45 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Problem Run,Manhattan,PRIDE TRANSPORTATION (SCH AGE),School-Age,0,6,11,46-60 Min,Yes,Yes,No
2019-2020,Special Ed AM Run,Heavy Traffic,Bronx,G.V.C. LTD. (B2192),School-Age,0,7,9,0-15 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Heavy Traffic,Queens,NYC SCHOOL BUS UMBRELLA SERVICES,School-Age,0,6,9,31-45 Min,Yes,Yes,Yes
2018-2019,Special Ed PM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,13,12,31-45 Min,Yes,Yes,No
2021-2022,Special Ed AM Run,Other,Queens,NYC SCHOOL BUS UMBRELLA SERVICES,School-Age,2,7,1,16-30 Min,Yes,Yes,No
2021-2022,General Ed AM Run,Other,Bronx,PIONEER TRANSPORTATION CORP,School-Age,0,7,9,61-90 Min,Yes,No,No
2022-2023,Special Ed AM Run,Heavy Traffic,Queens,L & M BUS CORP (A),School-Age,0,6,2,61-90 Min,Yes,Yes,No
2022-2023,General Ed PM Run,Heavy Traffic,Staten Island,PIONEER TRANSPORTATION CORP,School-Age,0,13,10,46-60 Min,No,No,No
2021-2022,Pre-K/EI,Heavy Traffic,Brooklyn,L & M BUS CORP.,Pre-K,0,13,6,31-45 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Heavy Traffic,Brooklyn,EMPIRE CHARTER SERVICE INC,School-Age,3,7,6,16-30 Min,No,No,No
2020-2021,Special Ed AM Run,Other,Bronx,"BORO TRANSIT, INC.",School-Age,0,7,5,31-45 Min,Yes,Yes,No
2019-2020,Special Ed AM Run,Won`t Start,Brooklyn,"NEW DAWN TRANSIT, LLC (B2321)",School-Age,0,6,3,31-45 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Other,Queens,LITTLE RICHIE BUS SERVICE,School-Age,0,7,4,61-90 Min,Yes,Yes,No
2021-2022,Special Ed AM Run,Heavy Traffic,Brooklyn,NYCSBUS,School-Age,0,6,11,31-45 Min,No,No,No
2021-2022,General Ed PM Run,Heavy Traffic,Brooklyn,SNT BUS INC,School-Age,3,15,10,16-30 Min,Yes,No,No
2022-2023,Special Ed Field Trip,Delayed by School,Bronx,PIONEER TRANSPORTATION CORP,School-Age,0,9,11,16-30 Min,No,No,No
2021-2022,Special Ed PM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,14,10,46-60 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,6,12,31-45 Min,Yes,Yes,No
2018-2019,Pre-K/EI,Heavy Traffic,Bronx,SELBY TRANSPORTATION,Pre-K,3,7,5,61-90 Min,Yes,Yes,No
2022-2023,General Ed AM Run,Heavy Traffic,Staten Island,PIONEER TRANSPORTATION CORP,School-Age,0,6,11,46-60 Min,No,No,No
2022-2023,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,5,9,46-60 Min,Yes,Yes,Yes
2021-2022,General Ed AM Run,Other,Manhattan,SNT BUS INC,School-Age,0,6,5,61-90 Min,Yes,No,No
2022-2023,Special Ed PM Run,Other,Queens,LOGAN BUS COMPANY INC.,School-Age,0,13,2,61-90 Min,No,No,No
2021-2022,Special Ed AM Run,Other,Brooklyn,L & M BUS CORP (A),School-Age,0,6,5,61-90 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Problem Run,Queens,L & M BUS CORP (A),School-Age,0,5,11,61-90 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,6,9,46-60 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Mechanical Problem,Queens,"LORINDA ENTERPRISES, LTD.",School-Age,0,7,10,46-60 Min,No,No,No
2018-2019,Special Ed AM Run,Won`t Start,Westchester,THOMAS BUSES INC (B2192),School-Age,0,7,2,31-45 Min,Yes,Yes,Yes
2021-2022,Special Ed AM Run,Problem Run,Bronx,VAN TRANS LLC (B2192),School-Age,0,6,10,16-30 Min,Yes,Yes,Yes
2018-2019,General Ed AM Run,Heavy Traffic,Bronx,BOBBY`S BUS CO. INC.,School-Age,1,8,2,16-30 Min,Yes,Yes,No
2018-2019,General Ed AM Run,Mechanical Problem,Bronx,PIONEER TRANSPORTATION CORP,School-Age,0,6,12,16-30 Min,Yes,No,No
2021-2022,Special Ed AM Run,Heavy Traffic,Bronx,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,5,5,31-45 Min,Yes,Yes,Yes
2018-2019,Special Ed PM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,14,6,31-45 Min,Yes,Yes,No
2019-2020,Special Ed AM Run,Heavy Traffic,Brooklyn,EMPIRE CHARTER SERVICE INC,School-Age,5,7,2,16-30 Min,Yes,Yes,No
2019-2020,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,3,7,11,31-45 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Heavy Traffic,Bronx,PRIDE TRANSPORTATION (SCH AGE),School-Age,2,7,9,46-60 Min,Yes,Yes,No
2022-2023,Special Ed PM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,14,2,31-45 Min,Yes,Yes,Yes
2018-2019,Pre-K/EI,Other,Brooklyn,L & M BUS CORP.,Pre-K,0,7,3,46-60 Min,Yes,Yes,Yes
2018-2019,Special Ed PM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,13,2,46-60 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Other,Queens,LITTLE RICHIE BUS SERVICE,School-Age,0,7,11,61-90 Min,No,No,No
2021-2022,General Ed AM Run,Other,Manhattan,SNT BUS INC,School-Age,0,6,3,16-30 Min,No,No,No
2018-2019,General Ed AM Run,Other,Bronx,PIONEER TRANSPORTATION CORP,School-Age,0,6,10,16-30 Min,Yes,No,No
2022-2023,Special Ed AM Run,Heavy Traffic,Staten Island,HOYT TRANSPORTATION CORP.,School-Age,0,13,9,31-45 Min,Yes,Yes,No
2021-2022,Special Ed AM Run,Heavy Traffic,Bronx,"DON THOMAS BUSES, INC. (B2321)",School-Age,0,5,5,0-15 Min,Yes,Yes,No
2021-2022,Special Ed AM Run,Heavy Traffic,Brooklyn,EMPIRE CHARTER SERVICE INC,School-Age,2,6,12,16-30 Min,No,No,No
2021-2022,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,1,7,11,46-60 Min,Yes,Yes,No
2019-2020,Special Ed PM Run,Heavy Traffic,Bronx,VAN TRANS LLC (B2192),School-Age,5,14,2,16-30 Min,Yes,Yes,Yes
2019-2020,General Ed AM Run,Mechanical Problem,Manhattan,SNT BUS INC,School-Age,0,6,1,31-45 Min,Yes,No,No
2019-2020,Pre-K/EI,Heavy Traffic,Bronx,"G.V.C., LTD.",Pre-K,8,7,11,31-45 Min,Yes,Yes,Yes
2018-2019,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,6,2,46-60 Min,Yes,Yes,No
2019-2020,Special Ed PM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,13,9,31-45 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Heavy Traffic,Westchester,MAR-CAN TRANSPORT CO. INC (B2192),School-Age,2,8,12,16-30 Min,Yes,No,No
2018-2019,Pre-K/EI,Other,Brooklyn,L & M BUS CORP.,Pre-K,0,6,10,31-45 Min,Yes,Yes,Yes
2018-2019,Pre-K/EI,Heavy Traffic,Bronx,"G.V.C., LTD.",Pre-K,2,8,3,31-45 Min,Yes,Yes,Yes
2018-2019,Special Ed AM Run,Mechanical Problem,Brooklyn,ALLIED TRANSIT CORP.,School-Age,8,7,5,31-45 Min,Yes,Yes,No
2019-2020,Special Ed AM Run,Heavy Traffic,Manhattan,"CONSOLIDATED BUS TRANSIT, INC.",School-Age,0,7,10,16-30 Min,Yes,Yes,No
2018-2019,Pre-K/EI,Heavy Traffic,Bronx,"G.V.C., LTD.",Pre-K,5,7,3,46-60 Min,Yes,Yes,No
2022-2023,Pre-K/EI,Heavy Traffic,Brooklyn,L & M BUS CORP.,Pre-K,0,13,11,16-30 Min,No,No,No
2018-2019,Pre-K/EI,Heavy Traffic,Bronx,SELBY TRANSPORTATION,Pre-K,3,7,6,61-90 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Other,Manhattan,LITTLE LISA BUS CO. INC.,School-Age,0,7,4,31-45 Min,Yes,Yes,No
2022-2023,General Ed AM Run,Heavy Traffic,Staten Island,PIONEER TRANSPORTATION CORP,School-Age,0,5,3,31-45 Min,No,No,No
2018-2019,Special Ed AM Run,Heavy Traffic,Brooklyn,L & M BUS CORP. (B2192),School-Age,5,8,9,46-60 Min,Yes,No,No
2021-2022,Special Ed AM Run,Heavy Traffic,Queens,HOYT TRANSPORTATION CORP.,School-Age,4,6,11,16-30 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,5,1,61-90 Min,Yes,Yes,Yes
2019-2020,Special Ed PM Run,Other,Queens,LITTLE RICHIE BUS SERVICE,School-Age,0,15,2,31-45 Min,Yes,Yes,No
2021-2022,Special Ed AM Run,Heavy Traffic,Queens,"RELIANT TRANSPORTATION, INC (B2321)",School-Age,4,7,10,31-45 Min,Yes,Yes,Yes
2020-2021,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,2,8,6,46-60 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Mechanical Problem,Bronx,G.V.C. LTD. (B2192),School-Age,0,7,10,16-30 Min,No,Yes,No
2022-2023,Special Ed PM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,14,12,31-45 Min,No,No,No
2022-2023,Special Ed AM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,8,10,61-90 Min,Yes,Yes,Yes
2022-2023,Special Ed AM Run,Heavy Traffic,Queens,NYC SCHOOL BUS UMBRELLA SERVICES,School-Age,0,6,9,31-45 Min,Yes,No,Yes
2022-2023,Special Ed AM Run,Other,Queens,ALLIED TRANSIT CORP.,School-Age,3,7,12,16-30 Min,No,No,No
2021-2022,Special Ed AM Run,Heavy Traffic,Bronx,NYC SCHOOL BUS UMBRELLA SERVICES,School-Age,2,7,5,31-45 Min,Yes,Yes,No
2018-2019,Special Ed AM Run,Heavy Traffic,New Jersey,"RELIANT TRANSPORTATION, INC (B2321)",School-Age,0,6,10,31-45 Min,Yes,Yes,Yes
2020-2021,Special Ed PM Run,Heavy Traffic,Manhattan,LEESEL TRANSPORTATION CORP (B2192),School-Age,0,13,4,46-60 Min,Yes,Yes,No
2022-2023,Pre-K/EI,Heavy Traffic,Brooklyn,L & M BUS CORP.,Pre-K,0,7,10,16-30 Min,Yes,Yes,No
2018-2019,Pre-K/EI,Heavy Traffic,Bronx,SELBY TRANSPORTATION,Pre-K,1,7,9,61-90 Min,Yes,Yes,No
2021-2022,Special Ed AM Run,Heavy Traffic,Manhattan,"BORO TRANSIT, INC.",School-Age,0,6,1,46-60 Min,Yes,Yes,No
2022-2023,Special Ed AM Run,Heavy Traffic,Nassau County,HOYT TRANSPORTATION CORP.,School-Age,5,7,5,0-15 Min,Yes,Yes,No
2021-2022,Pre-K/EI,Heavy Traffic,Bronx,"G.V.C., LTD.",Pre-K,0,7,3,16-30 Min,Yes,Yes,Yes
2019-2020,General Ed PM Run,Late return from Field Trip,Brooklyn,"BORO TRANSIT, INC.",School-Age,0,13,2,31-45 Min,Yes,No,No
